row,type,name,province,county,district,rural,hierarchicalCode,nationalId
1673,شهرستان,کازرون,فارس,,,,1516,1000001550
1674,بخش,مرکزی,فارس,کازرون,,,151610,1000007540
1675,دهستان,بلیان,فارس,کازرون,مرکزی,,15161010,1000022648
1676,دهستان,دریس,فارس,کازرون,مرکزی,,15161011,1000022655
1677,دهستان,شاپور,فارس,کازرون,مرکزی,,15161012,1000022663
1678,دهستان,انارستان,فارس,کازرون,مرکزی,,15161013,1000022747
1679,دهستان,دشت برم,فارس,کازرون,مرکزی,,15161014,1000022705
1680,شهر,کازرون,فارس,کازرون,مرکزی,,151610500,1000045011
1681,بخش,کنارتخته وکمارج,فارس,کازرون,,,151611,1000007557
1682,دهستان,کنار تخته,فارس,کازرون,کنارتخته وکمارج,,15161110,1000022671
1683,دهستان,کمارج,فارس,کازرون,کنارتخته وکمارج,,15161111,1000022689
1684,شهر,کنار تخته,فارس,کازرون,کنارتخته وکمارج,,151611500,1000045029
1685,بخش,جره و بالاده,فارس,کازرون,,,151613,1000007573
1686,دهستان,جره,فارس,کازرون,جره و بالاده,,15161310,1000022713
1687,دهستان,دادین,فارس,کازرون,جره و بالاده,,15161311,1000022721
1688,دهستان,فامور,فارس,کازرون,جره و بالاده,,15161312,1000022739
1689,شهر,بالاده,فارس,کازرون,جره و بالاده,,151613500,1000045045
1690,بخش,خشت,فارس,کازرون,,,151615,1000007599
1691,دهستان,امامزاده محمد,فارس,کازرون,خشت,,15161510,1000022762
1692,دهستان,بورکی,فارس,کازرون,خشت,,15161511,1000022770
1693,شهر,خشت,فارس,کازرون,خشت,,151615500,1000045060
1694,شهرستان,استهبان,فارس,,,,1517,1000001568
1695,بخش,مرکزی,فارس,استهبان,,,151710,1000007607
1696,دهستان,ایج,فارس,استهبان,مرکزی,,15171010,1000022788
1697,شهر,استهبان,فارس,استهبان,مرکزی,,151710500,1000045078
1698,شهر,ایج,فارس,استهبان,مرکزی,,151710501,1000045086
1699,بخش,رونیز,فارس,استهبان,,,151711,1000007615
1700,دهستان,خیر,فارس,استهبان,رونیز,,15171110,1000022796
1701,دهستان,رونیز,فارس,استهبان,رونیز,,15171111,1000022804
1702,شهر,رونیز,فارس,استهبان,رونیز,,151711500,1000045094
1703,شهرستان,داراب,فارس,,,,1518,1000001576
1704,بخش,مرکزی,فارس,داراب,,,151810,1000007623
1705,دهستان,بالش,فارس,داراب,مرکزی,,15181010,1000022812
1706,دهستان,بختاجرد,فارس,داراب,مرکزی,,15181011,1000022820
1707,دهستان,نصروان,فارس,داراب,مرکزی,,15181014,1000022853
1708,دهستان,هشیوار,فارس,داراب,مرکزی,,15181015,1000022861
1709,شهر,داراب,فارس,داراب,مرکزی,,151810500,1000045102
1710,بخش,رستاق,فارس,داراب,,,151811,1000007631
1711,دهستان,رستاق,فارس,داراب,رستاق,,15181110,1000022879
1712,دهستان,کوهستان,فارس,داراب,رستاق,,15181111,1000022887
1713,شهر,رستاق,فارس,داراب,رستاق,,151811500,1000268498
1714,بخش,فورگ,فارس,داراب,,,151812,1000007649
1715,دهستان,آبشور,فارس,داراب,فورگ,,15181210,1000022895
1716,دهستان,فورگ,فارس,داراب,فورگ,,15181211,1000022903
1717,شهر,فدامی,فارس,داراب,فورگ,,151812500,1000045110
1718,شهر,دوبرجی,فارس,داراب,فورگ,,151812501,1000045128
1719,بخش,جنت,فارس,داراب,,,151813,1000007656
1720,دهستان,قریه الخیر,فارس,داراب,جنت,,15181310,1000022911
1721,دهستان,قلعه بیابان,فارس,داراب,جنت,,15181311,1000022929
1722,شهر,جنت شهر,فارس,داراب,جنت,,151813500,1000045136
1723,بخش,فسارود,فارس,داراب,,,151814,1000577724
1724,دهستان,پاسخن,فارس,داراب,فسارود,,15181410,1000022838
1725,دهستان,فسارود,فارس,داراب,فسارود,,15181411,1000022846
1726,شهر,پاسخن,فارس,داراب,فسارود,,151814500,1001545605
1727,شهرستان,نی ریز,فارس,,,,1519,1000001584
1728,بخش,پشتکوه,فارس,نی ریز,,,151911,1000007672
1729,دهستان,دهچاه,فارس,نی ریز,پشتکوه,,15191110,1000022960
1730,دهستان,مشکان,فارس,نی ریز,پشتکوه,,15191111,1000022978
1731,شهر,مشکان,فارس,نی ریز,پشتکوه,,151911500,1000045151
1732,بخش,مرکزی,فارس,نی ریز,,,151912,1000007680
1733,دهستان,رستاق,فارس,نی ریز,مرکزی,,15191210,1000022986
1734,دهستان,هرگان,فارس,نی ریز,مرکزی,,15191211,1000022994
1735,شهر,نی ریز,فارس,نی ریز,مرکزی,,151912500,1000045169
1736,بخش,قطرویه,فارس,نی ریز,,,151913,1000007698
1737,دهستان,ریزآب,فارس,نی ریز,قطرویه,,15191310,1000023000
1738,دهستان,قطرویه,فارس,نی ریز,قطرویه,,15191311,1000023018
1739,شهر,قطرویه,فارس,نی ریز,قطرویه,,151913500,1000045177
1740,شهرستان,ممسنی,فارس,,,,1520,1000001592
1741,بخش,مرکزی,فارس,ممسنی,,,152010,1000007706
1742,دهستان,بکش دو,فارس,ممسنی,مرکزی,,15201010,1000023026
1743,دهستان,بکش یک,فارس,ممسنی,مرکزی,,15201011,1000023034
1744,دهستان,جاوید ماهوری,فارس,ممسنی,مرکزی,,15201012,1000023042
1745,دهستان,فهلیان,فارس,ممسنی,مرکزی,,15201014,1000023067
1746,شهر,نور آباد,فارس,ممسنی,مرکزی,,152010500,1000045185
1747,شهر,خومه زار,فارس,ممسنی,مرکزی,,152010501,1000045193
1748,بخش,ماهور میلاتی,فارس,ممسنی,,,152011,1000007714
1749,دهستان,ماهور,فارس,ممسنی,ماهور میلاتی,,15201110,1000023075
1750,دهستان,میشان,فارس,ممسنی,ماهور میلاتی,,15201111,1000023083
1751,شهر,بابا منیر,فارس,ممسنی,ماهور میلاتی,,152011500,1000045201
1752,بخش,دشمن زیاری,فارس,ممسنی,,,152012,1000007722
1753,دهستان,دشمن زیاری,فارس,ممسنی,دشمن زیاری,,15201210,1000023091
1754,دهستان,مشایخ,فارس,ممسنی,دشمن زیاری,,15201211,1000023109
1755,بخش,جوزار,فارس,ممسنی,,,152013,1000577781
1756,دهستان,جوزار,فارس,ممسنی,جوزار,,15201310,1000023059
1757,دهستان,پراشکفت,فارس,ممسنی,جوزار,,15201311,1000577773
1758,شهرستان,اقلید,فارس,,,,1521,1000001600
1759,بخش,مرکزی,فارس,اقلید,,,152110,1000007730
1760,دهستان,خنجشت,فارس,اقلید,مرکزی,,15211011,1000023125
1761,دهستان,شهرمیان,فارس,اقلید,مرکزی,,15211012,1000023133
1762,شهر,اقلید,فارس,اقلید,مرکزی,,152110500,1000045219
1763,بخش,سده,فارس,اقلید,,,152111,1000007748
1764,دهستان,آسپاس,فارس,اقلید,سده,,15211110,1000023141
1765,دهستان,دژکرد,فارس,اقلید,سده,,15211111,1000023158
1766,دهستان,سده,فارس,اقلید,سده,,15211112,1000023166
1767,شهر,سده,فارس,اقلید,سده,,152111500,1000045227
1768,شهر,دژکرد,فارس,اقلید,سده,,152111501,1000045235
1769,بخش,حسن آباد,فارس,اقلید,,,152112,1000007755
1770,دهستان,حسن آباد,فارس,اقلید,حسن آباد,,15211210,1000023174
1771,دهستان,احمد آباد,فارس,اقلید,حسن آباد,,15211211,1000023182
1772,دهستان,بکان,فارس,اقلید,حسن آباد,,15211212,1000023190
1773,شهر,حسن آباد,فارس,اقلید,حسن آباد,,152112500,1000045243
1774,شهرستان,مرودشت,فارس,,,,1522,1000001618
1775,بخش,مرکزی,فارس,مرودشت,,,152210,1000007763
1776,دهستان,رامجرد یک,فارس,مرودشت,مرکزی,,15221010,1000023208
1777,دهستان,رودبال,فارس,مرودشت,مرکزی,,15221011,1000023216
1778,دهستان,کناره,فارس,مرودشت,مرکزی,,15221012,1000023224
1779,دهستان,مجدآباد,فارس,مرودشت,مرکزی,,15221013,1000023232
1780,دهستان,محمدآباد,فارس,مرودشت,مرکزی,,15221014,1000023240
1781,دهستان,نقش رستم,فارس,مرودشت,مرکزی,,15221015,1000023257
1782,شهر,مرودشت,فارس,مرودشت,مرکزی,,152210500,1000045250
1783,شهر,زنگی آباد,فارس,مرودشت,مرکزی,,152210501,1000947984
1784,شهر,فتح آباد,فارس,مرودشت,مرکزی,,152210502,1001545837
1785,بخش,کامفیروز,فارس,مرودشت,,,152211,1000007771
1786,دهستان,خرم مکان,فارس,مرودشت,کامفیروز,,15221110,1000023265
1787,دهستان,کامفیروز جنوبی,فارس,مرودشت,کامفیروز,,15221111,1000023273
1788,شهر,کامفیروز,فارس,مرودشت,کامفیروز,,152211500,1000045268
1789,بخش,درودزن,فارس,مرودشت,,,152212,1000007789
1790,دهستان,ابرج,فارس,مرودشت,درودزن,,15221210,1000023281
1791,دهستان,درودزن,فارس,مرودشت,درودزن,,15221211,1000023299
1792,دهستان,رامجرد دو,فارس,مرودشت,درودزن,,15221212,1000023307
1793,شهر,رامجرد,فارس,مرودشت,درودزن,,152212500,1000045276
1794,بخش,سیدان,فارس,مرودشت,,,152213,1000007797
1795,دهستان,خفرک علیا,فارس,مرودشت,سیدان,,15221310,1000023315
1796,دهستان,رحمت,فارس,مرودشت,سیدان,,15221311,1000023323
1797,شهر,سیدان,فارس,مرودشت,سیدان,,152213500,1000045284
1798,شهر,فاروق,فارس,مرودشت,سیدان,,152213501,1000545119
1799,بخش,کامفیروز شمالی,فارس,مرودشت,,,152214,1000007805
1800,دهستان,کامفیروز شمالی,فارس,مرودشت,کامفیروز شمالی,,15221410,1000023331
1801,دهستان,گرمه,فارس,مرودشت,کامفیروز شمالی,,15221411,1000023349
1802,شهر,خانمین,فارس,مرودشت,کامفیروز شمالی,,152214500,1000045292
1803,شهرستان,سپیدان,فارس,,,,1523,1000001626
1804,بخش,مرکزی,فارس,سپیدان,,,152310,1000007813
1805,دهستان,خفری,فارس,سپیدان,مرکزی,,15231010,1000023356
1806,دهستان,کمهر,فارس,سپیدان,مرکزی,,15231011,1000023364
1807,دهستان,شش پیر,فارس,سپیدان,مرکزی,,15231012,1000023372
1808,شهر,اردکان,فارس,سپیدان,مرکزی,,152310500,1000045300
1809,بخش,همایجان,فارس,سپیدان,,,152312,1000007839
1810,دهستان,همایجان,فارس,سپیدان,همایجان,,15231210,1000023414
1811,دهستان,سرناباد,فارس,سپیدان,همایجان,,15231211,1000023422
1812,شهر,هماشهر,فارس,سپیدان,همایجان,,152312500,1000045326
1813,شهرستان,لامرد,فارس,,,,1524,1000001634
1814,بخش,مرکزی,فارس,لامرد,,,152410,1000007847
1815,دهستان,سیگار,فارس,لامرد,مرکزی,,15241010,1000023430
1816,دهستان,حومه,فارس,لامرد,مرکزی,,15241011,1000023448
1817,شهر,لامرد,فارس,لامرد,مرکزی,,152410500,1000045334
1818,بخش,اشکنان,فارس,لامرد,,,152411,1000007854
1819,دهستان,اشکنان,فارس,لامرد,اشکنان,,15241110,1000023455
1820,دهستان,کال,فارس,لامرد,اشکنان,,15241111,1000023463
1821,شهر,اشکنان,فارس,لامرد,اشکنان,,152411500,1000045342
1822,شهر,اهل,فارس,لامرد,اشکنان,,152411501,1000045359
1823,بخش,عالمرودشت,فارس,لامرد,,,152412,1000007862
1824,دهستان,عالمرودشت,فارس,لامرد,عالمرودشت,,15241210,1000023471
1825,دهستان,کهنویه,فارس,لامرد,عالمرودشت,,15241213,1002602520
1826,شهر,عالمرودشت,فارس,لامرد,عالمرودشت,,152412500,1000045367
1827,بخش,چاه ورز,فارس,لامرد,,,152413,1000007870
1828,دهستان,چاه ورز,فارس,لامرد,چاه ورز,,15241310,1000023497
1829,دهستان,شیخ عامر,فارس,لامرد,چاه ورز,,15241311,1000023505
1830,شهر,چاه ورز,فارس,لامرد,چاه ورز,,152413500,1000268480
1831,بخش,خیرگو,فارس,لامرد,,,152414,1002602538
1832,دهستان,خیرگو,فارس,لامرد,خیرگو,,15241410,1000023489
1833,دهستان,کمالی,فارس,لامرد,خیرگو,,15241411,1002602512
1834,شهر,خیرگو,فارس,لامرد,خیرگو,,152414500,1001545993
1835,شهرستان,بوانات,فارس,,,,1525,1000001642
1836,بخش,مرکزی,فارس,بوانات,,,152510,1000007888
1837,دهستان,باغستان,فارس,بوانات,مرکزی,,15251010,1000023513
1838,دهستان,سیمکان,فارس,بوانات,مرکزی,,15251011,1000023521
1839,شهر,بوانات,فارس,بوانات,مرکزی,,152510500,1000045375
1840,بخش,مزایجان,فارس,بوانات,,,152512,1000007904
1841,دهستان,سروستان,فارس,بوانات,مزایجان,,15251210,1000023562
1842,دهستان,مزایجان,فارس,بوانات,مزایجان,,15251211,1000023570
1843,شهر,مزایجان,فارس,بوانات,مزایجان,,152512500,1000045409
1844,شهرستان,خرم بید,فارس,,,,1526,1000001659
1845,بخش,مرکزی,فارس,خرم بید,,,152610,1000007912
1846,دهستان,خرمی,فارس,خرم بید,مرکزی,,15261010,1000023588
1847,دهستان,قشلاق,فارس,خرم بید,مرکزی,,15261011,1000023596
1848,شهر,صفاشهر,فارس,خرم بید,مرکزی,,152610500,1000045417
1849,بخش,مشهد مرغاب,فارس,خرم بید,,,152611,1000007920
1850,دهستان,شهید آباد,فارس,خرم بید,مشهد مرغاب,,15261110,1000023604
1851,شهر,قادر آباد,فارس,خرم بید,مشهد مرغاب,,152611500,1000045425
1852,شهرستان,ارسنجان,فارس,,,,1527,1000001667
1853,بخش,مرکزی,فارس,ارسنجان,,,152710,1000007938
1854,دهستان,خبریز,فارس,ارسنجان,مرکزی,,15271010,1000023612
1855,دهستان,علی آباد ملک,فارس,ارسنجان,مرکزی,,15271011,1000023620
1856,دهستان,شورآب,فارس,ارسنجان,مرکزی,,15271012,1000023638
1857,شهر,ارسنجان,فارس,ارسنجان,مرکزی,,152710500,1000045433
1858,شهرستان,زرین دشت,فارس,,,,1528,1000001675
1859,بخش,مرکزی,فارس,زرین دشت,,,152810,1000007946
1860,دهستان,خسویه,فارس,زرین دشت,مرکزی,,15281010,1000023646
1861,دهستان,دبیران,فارس,زرین دشت,مرکزی,,15281011,1000023653
1862,دهستان,زیرآب,فارس,زرین دشت,مرکزی,,15281012,1000023661
1863,شهر,حاجی آباد,فارس,زرین دشت,مرکزی,,152810500,1000045441
1864,شهر,دبیران,فارس,زرین دشت,مرکزی,,152810501,1000045458
1865,بخش,ایزدخواست,فارس,زرین دشت,,,152811,1000007953
1866,دهستان,ایزدخواست غربی,فارس,زرین دشت,ایزدخواست,,15281110,1000023679
1867,دهستان,ایزدخواست شرقی,فارس,زرین دشت,ایزدخواست,,15281111,1000023687
1868,شهر,شهر پیر,فارس,زرین دشت,ایزدخواست,,152811500,1000045466
1869,شهرستان,قیروکارزین,فارس,,,,1529,1000001683
1870,بخش,مرکزی,فارس,قیروکارزین,,,152910,1000007961
1871,دهستان,فتح آباد,فارس,قیروکارزین,مرکزی,,15291010,1000023695
1872,دهستان,مبارک آباد,فارس,قیروکارزین,مرکزی,,15291011,1000023703
1873,دهستان,هنگام,فارس,قیروکارزین,مرکزی,,15291012,1000023711
1874,شهر,قیر,فارس,قیروکارزین,مرکزی,,152910500,1000045474
1875,شهر,کارزین,فارس,قیروکارزین,مرکزی,,152910501,1000045482
1876,شهر,مبارک آباد,فارس,قیروکارزین,مرکزی,,152910502,1000045490
1877,شهر,امام شهر,فارس,قیروکارزین,مرکزی,,152910503,1000045508
1878,بخش,افزر,فارس,قیروکارزین,,,152911,1000007979
1879,دهستان,افزر,فارس,قیروکارزین,افزر,,15291110,1000023729
1880,دهستان,زاخرویه,فارس,قیروکارزین,افزر,,15291111,1000023737
1881,شهر,افزر,فارس,قیروکارزین,افزر,,152911500,1000045516
1882,شهرستان,مهر,فارس,,,,1530,1000001691
1883,بخش,مرکزی,فارس,مهر,,,153010,1000007987
1884,دهستان,مهر,فارس,مهر,مرکزی,,15301010,1000023745
1885,دهستان,ارودان,فارس,مهر,مرکزی,,15301011,1000023752
1886,شهر,مهر,فارس,مهر,مرکزی,,153010500,1000045524
1887,بخش,گله دار,فارس,مهر,,,153011,1000007995
1888,دهستان,گله دار,فارس,مهر,گله دار,,15301110,1000023760
1889,دهستان,فال,فارس,مهر,گله دار,,15301111,1000023778
1890,شهر,گله دار,فارس,مهر,گله دار,,153011500,1000045532
1891,شهر,فال,فارس,مهر,گله دار,,153011501,1000545226
1892,بخش,وراوی,فارس,مهر,,,153012,1000008001
1893,دهستان,خوزی,فارس,مهر,وراوی,,15301210,1000023786
1894,دهستان,وراوی,فارس,مهر,وراوی,,15301211,1000023794
1895,شهر,وراوی,فارس,مهر,وراوی,,153012500,1000045540
1896,شهر,خوزی,فارس,مهر,وراوی,,153012501,1000045557
1897,بخش,اسیر,فارس,مهر,,,153013,1000008019
1898,دهستان,اسیر,فارس,مهر,اسیر,,15301310,1000023802
1899,دهستان,دشت الله,فارس,مهر,اسیر,,15301311,1000023810
1900,شهر,اسیر,فارس,مهر,اسیر,,153013500,1000045565
1901,شهرستان,فراشبند,فارس,,,,1531,1000001709
1902,بخش,مرکزی,فارس,فراشبند,,,153110,1000008027
1903,دهستان,آویز,فارس,فراشبند,مرکزی,,15311010,1000023828
1904,دهستان,نوجین,فارس,فراشبند,مرکزی,,15311011,1000023836
1905,شهر,فراشبند,فارس,فراشبند,مرکزی,,153110500,1000045573
1906,شهر,نوجین,فارس,فراشبند,مرکزی,,153110501,1000045581
1907,بخش,دهرم,فارس,فراشبند,,,153111,1000008035
1908,دهستان,دهرم,فارس,فراشبند,دهرم,,15311110,1000023844
1909,دهستان,دژگاه,فارس,فراشبند,دهرم,,15311111,1000023851
1910,شهر,دهرم,فارس,فراشبند,دهرم,,153111500,1000045599
1911,شهرستان,خنج,فارس,,,,1532,1000001717
1912,بخش,مرکزی,فارس,خنج,,,153210,1000008043
1913,دهستان,سیف آباد,فارس,خنج,مرکزی,,15321010,1000023869
1914,دهستان,تنگ نارک,فارس,خنج,مرکزی,,15321011,1000023877
1915,شهر,خنج,فارس,خنج,مرکزی,,153210500,1000045607
1916,بخش,محمله,فارس,خنج,,,153211,1000008050
1917,دهستان,محمله,فارس,خنج,محمله,,15321110,1000023885
1918,دهستان,باغان,فارس,خنج,محمله,,15321111,1000023893
1919,شهر,محمله,فارس,خنج,محمله,,153211500,1000341485
1920,شهرستان,پاسارگاد,فارس,,,,1533,1000001725
1921,بخش,مرکزی,فارس,پاسارگاد,,,153310,1000008068
1922,دهستان,کمین,فارس,پاسارگاد,مرکزی,,15331010,1000023901
1923,دهستان,سرپنیران,فارس,پاسارگاد,مرکزی,,15331011,1000023919
1924,شهر,سعادت شهر,فارس,پاسارگاد,مرکزی,,153310500,1000045615
1925,بخش,پاسارگاد,فارس,پاسارگاد,,,153311,1000008076
1926,دهستان,ابوالوردی,فارس,پاسارگاد,پاسارگاد,,15331110,1000023927
1927,دهستان,مادرسلیمان,فارس,پاسارگاد,پاسارگاد,,15331111,1000023935
1928,شهر,مادر سلیمان,فارس,پاسارگاد,پاسارگاد,,153311500,1000045623
1929,شهرستان,سروستان,فارس,,,,1534,1000001733
1930,بخش,مرکزی,فارس,سروستان,,,153410,1000008084
1931,دهستان,سروستان,فارس,سروستان,مرکزی,,15341010,1000023943
1932,دهستان,شوریجه,فارس,سروستان,مرکزی,,15341011,1000023950
1933,شهر,سروستان,فارس,سروستان,مرکزی,,153410500,1000045631
1934,بخش,کوهنجان,فارس,سروستان,,,153411,1000008092
1935,دهستان,کوهنجان,فارس,سروستان,کوهنجان,,15341110,1000023968
1936,دهستان,مهارلو,فارس,سروستان,کوهنجان,,15341111,1000023976
1937,شهر,کوهنجان,فارس,سروستان,کوهنجان,,153411500,1000045649
1938,شهرستان,رستم,فارس,,,,1535,1000001741
1939,بخش,مرکزی,فارس,رستم,,,153510,1000008100
1940,دهستان,رستم دو,فارس,رستم,مرکزی,,15351010,1000023984
1941,دهستان,رستم یک,فارس,رستم,مرکزی,,15351011,1000023992
1942,شهر,مصیری,فارس,رستم,مرکزی,,153510500,1000045656
1943,بخش,سورنا,فارس,رستم,,,153511,1000008118
1944,دهستان,پشتکوه رستم,فارس,رستم,سورنا,,15351110,1000024008
1945,دهستان,رستم سه,فارس,رستم,سورنا,,15351111,1000024016
1946,شهر,کوپن,فارس,رستم,سورنا,,153511500,1000045664
1947,شهرستان,گراش,فارس,,,,1536,1000001758
1948,بخش,مرکزی,فارس,گراش,,,153610,1000008126
1949,دهستان,فداغ,فارس,گراش,مرکزی,,15361010,1000024024
1950,دهستان,خلیلی,فارس,گراش,مرکزی,,15361011,1000024032
1951,شهر,گراش,فارس,گراش,مرکزی,,153610500,1000045672
1952,بخش,ارد,فارس,گراش,,,153611,1000008134
1953,دهستان,ارد,فارس,گراش,ارد,,15361110,1000024040
1954,دهستان,سبز پوش,فارس,گراش,ارد,,15361111,1000024057
1955,شهر,ارد,فارس,گراش,ارد,,153611500,1000212900
1956,شهرستان,کوار,فارس,,,,1537,1000001766
1957,بخش,مرکزی,فارس,کوار,,,153710,1000008142
1958,دهستان,فرمشکان,فارس,کوار,مرکزی,,15371010,1000024065
1959,دهستان,کوار,فارس,کوار,مرکزی,,15371011,1000024073
1960,شهر,کوار,فارس,کوار,مرکزی,,153710500,1000045680
1961,شهر,مظفری,فارس,کوار,مرکزی,,153710501,1001972841
1962,شهر,اکبرآباد,فارس,کوار,مرکزی,,153710502,1001546355
1963,بخش,طسوج,فارس,کوار,,,153711,1000008159
1964,دهستان,طسوج,فارس,کوار,طسوج,,15371110,1000024081
1965,دهستان,فتح آباد,فارس,کوار,طسوج,,15371111,1000024099
1966,شهر,طسوج,فارس,کوار,طسوج,,153711500,1000213049
1967,شهرستان,خرامه,فارس,,,,1538,1000001774
1968,بخش,مرکزی,فارس,خرامه,,,153810,1000008167
1969,دهستان,کفدهک,فارس,خرامه,مرکزی,,15381010,1000024107
1970,دهستان,خیرآباد,فارس,خرامه,مرکزی,,15381011,1000024115
1971,دهستان,معز آباد,فارس,خرامه,مرکزی,,15381012,1000024123
1972,شهر,خرامه,فارس,خرامه,مرکزی,,153810500,1000045698
1973,شهر,معزآباد جابری,فارس,خرامه,مرکزی,,153810501,1001546397
1974,شهر,خیرآباد توللی,فارس,خرامه,مرکزی,,153810502,1001546389
1975,بخش,کربال,فارس,خرامه,,,153811,1000008175
1976,دهستان,دهقانان,فارس,خرامه,کربال,,15381110,1000024131
1977,دهستان,سفلی,فارس,خرامه,کربال,,15381111,1000024149
1978,شهر,سلطان شهر,فارس,خرامه,کربال,,153811500,1000045706
1979,شهرستان,کوه چنار,فارس,,,,1539,1000947885
1980,بخش,کوهمره,فارس,کوه چنار,,,153910,1000007565
1981,دهستان,کوهمره,فارس,کوه چنار,کوهمره,,15391010,1000022697
1982,دهستان,ابوالحیات,فارس,کوه چنار,کوهمره,,15391011,1000947869
1983,شهر,نودان,فارس,کوه چنار,کوهمره,,153910500,1000045037
1984,بخش,مرکزی,فارس,کوه چنار,,,153911,1000007581
1985,دهستان,سمغان,فارس,کوه چنار,مرکزی,,15391110,1000022754
1986,دهستان,چنارشاهیجان,فارس,کوه چنار,مرکزی,,15391111,1000947877
1987,شهر,قائمیه,فارس,کوه چنار,مرکزی,,153911500,1000045052
1988,شهرستان,بیضاء,فارس,,,,1540,1000947919
1989,بخش,مرکزی,فارس,بیضاء,,,154010,1000007821
1990,دهستان,بیضا,فارس,بیضاء,مرکزی,,15401010,1000023398
1991,دهستان,کوشک هزار,فارس,بیضاء,مرکزی,,15401011,1000023406
1992,شهر,بیضا,فارس,بیضاء,مرکزی,,154010500,1000045318
1993,بخش,بانش,فارس,بیضاء,,,154011,1000947901
1994,دهستان,بانش,فارس,بیضاء,بانش,,15401110,1000023380
1995,دهستان,هفت خان,فارس,بیضاء,بانش,,15401111,1000947893
1996,شهرستان,بختگان,فارس,,,,1541,1000947943
1997,بخش,مرکزی,فارس,بختگان,,,154110,1000007664
1998,دهستان,آباده طشک,فارس,بختگان,مرکزی,,15411010,1000022937
1999,دهستان,بختگان,فارس,بختگان,مرکزی,,15411011,1000022945
2000,شهر,آباده طشک,فارس,بختگان,مرکزی,,154110500,1000045144
2001,بخش,حنا,فارس,بختگان,,,154111,1000947935
2002,دهستان,حنا,فارس,بختگان,حنا,,15411110,1000022952
2003,دهستان,چاه گز,فارس,بختگان,حنا,,15411111,1000947927
2004,شهرستان,خفر,فارس,,,,1542,1000947976
2005,بخش,مرکزی,فارس,خفر,,,154210,1000007516
2006,دهستان,خفر,فارس,خفر,مرکزی,,15421010,1000022549
2007,دهستان,سفیدار,فارس,خفر,مرکزی,,15421011,1000022564
2008,دهستان,علی آباد,فارس,خفر,مرکزی,,15421012,1000022572
2009,دهستان,گل برنجی,فارس,خفر,مرکزی,,15421013,1000022580
2010,شهر,باب انار,فارس,خفر,مرکزی,,154210500,1000044980
2011,بخش,راهگان,فارس,خفر,,,154211,1000947968
2012,دهستان,راهگان,فارس,خفر,راهگان,,15421110,1000022556
2013,دهستان,راهگان شمالی,فارس,خفر,راهگان,,15421111,1000947950
2014,شهر,خاوران,فارس,خفر,راهگان,,154211500,1000044972
2015,شهرستان,اوز,فارس,,,,1543,1000948107
2016,بخش,مرکزی,فارس,اوز,,,154310,1000007441
2017,دهستان,فیشور,فارس,اوز,مرکزی,,15431010,1000022408
2018,دهستان,اوز,فارس,اوز,مرکزی,,15431011,1000948073
2019,شهر,اوز,فارس,اوز,مرکزی,,154310500,1000044907
2020,بخش,بیدشهر,فارس,اوز,,,154311,1000948099
2021,دهستان,بید شهر,فارس,اوز,بیدشهر,,15431110,1000022390
2022,دهستان,قلات,فارس,اوز,بیدشهر,,15431111,1000948081
2023,شهر,کوره,فارس,اوز,بیدشهر,,154311500,1001546421
2024,شهرستان,زرقان,فارس,,,,1544,1000948131
2025,بخش,مرکزی,فارس,زرقان,,,154410,1000007359
2026,دهستان,بند امیر,فارس,زرقان,مرکزی,,15441010,1000022143
2027,دهستان,زرقان,فارس,زرقان,مرکزی,,15441011,1000022168
2028,شهر,زرقان,فارس,زرقان,مرکزی,,154410500,1000044741
2029,شهر,لپوئی,فارس,زرقان,مرکزی,,154410501,1000044758
2030,بخش,رحمت آباد,فارس,زرقان,,,154411,1000948123
2031,دهستان,رحمت آباد,فارس,زرقان,رحمت آباد,,15441110,1000022150
2032,دهستان,امامزاده علی(ع),فارس,زرقان,رحمت آباد,,15441111,1000948115
2033,شهر,رحمت آباد,فارس,زرقان,رحمت آباد,,154411500,1001976180
2034,شهرستان,سرچهان,فارس,,,,1545,1000948768
2035,بخش,مرکزی,فارس,سرچهان,,,154510,1000007896
2036,دهستان,سرچهان,فارس,سرچهان,مرکزی,,15451011,1000023554
2037,دهستان,حسامی,فارس,سرچهان,مرکزی,,15451012,1002654406
2038,شهر,کره ای,فارس,سرچهان,مرکزی,,154510500,1000045383
2039,شهر,حسامی,فارس,سرچهان,مرکزی,,154510501,1000045391
2040,بخش,باغ صفا,فارس,سرچهان,,,154511,1000948750
2041,دهستان,باغ صفا,فارس,سرچهان,باغ صفا,,15451110,1000023539
2042,دهستان,ارژنگ,فارس,سرچهان,باغ صفا,,15451111,1000948743
2043,بخش,توجردی,فارس,سرچهان,,,154512,1002654422
2044,دهستان,توجردی,فارس,سرچهان,توجردی,,15451210,1000023547
2045,دهستان,مروشکان,فارس,سرچهان,توجردی,,15451211,1002654414
2046,شهرستان,جویم,فارس,,,,1546,1002698064
2047,بخش,مرکزی,فارس,جویم,,,154610,1000007425
2048,دهستان,جویم,فارس,جویم,مرکزی,,15461010,1000022341
2049,دهستان,چغان,فارس,جویم,مرکزی,,15461012,1002698031
2050,شهر,جویم,فارس,جویم,مرکزی,,154610500,1000044865
2051,بخش,هرم,فارس,جویم,,,154611,1002698056
2052,دهستان,کاریان,فارس,جویم,هرم,,15461111,1002698049
